X,Y,Numero,Nom,MoyenTrans,Altitude,NumeroComm,NomCommune,y_Coord_Es,x_Coord_No
570781,202774,8504571,La Sauge LNM,Bateau,430,5456,Cudrefin,570781.000000000000000,202774.000000000000000
538511,181509,8570239,"Yverdon-les-Bains, 24 Janvier",Bus,434,5938,Yverdon-les-Bains,538511.000000000000000,181509.000000000000000
505923,159672,8570023,"Le Brassus, place de la Lande",Bus,1035,5872,Le Chenit,505923.000000000000000,159672.000000000000000
543937,151128,8588452,"Lutry, Jordillon",Bus,638,5606,Lutry,543937.000000000000000,151128.000000000000000
543535,152022,8579260,"Lutry, Croix/Lutry",Bus,639,5606,Lutry,543535.000000000000000,152022.000000000000000
536602,154252,8592107,"Lausanne, Rapille",Bus,534,5586,Lausanne,536602.000000000000000,154252.000000000000000
555190,145836,8594000,"Vevey, Quatre-Vents",Bus,420,5890,Vevey,555190.000000000000000,145836.000000000000000
527867,153189,8592246,"Echichens, ?glise",Bus,468,5634,Echichens,527867.000000000000000,153189.000000000000000
537662,153939,8592116,"Lausanne, Stade Olympique",Bus,593,5586,Lausanne,537662.000000000000000,153939.000000000000000
569579,197938,8570523,"Vallamand-Dessus, pl. village",Bus,515,5464,Vully-les-Lacs,569579.000000000000000,197938.000000000000000
521625,149400,8577520,"Etoy, L'Esp?rance",Bus,487,5636,Etoy,521625.000000000000000,149400.000000000000000
563407,129066,8593768,"Aigle, h?pital",Bus,401,5401,Aigle,563407.000000000000000,129066.000000000000000
538270,153254,8592138,"Lausanne, Vulliemin",Bus,561,5586,Lausanne,538270.000000000000000,153254.000000000000000
569387,189447,8583726,"Oleyres, Les Carri?res",Bus,551,5451,Avenches,569387.000000000000000,189447.000000000000000
532477,155527,8583753,"Bussigny VD, Riant-Mont",Bus,413,5624,Bussigny,532477.000000000000000,155527.000000000000000
521644,147492,8594453,"Etoy, Grosses-Terres",Bus,412,5636,Etoy,521644.000000000000000,147492.000000000000000
526738,153258,8570072,"Monnaz, Tresy",Bus,480,5634,Echichens,526738.000000000000000,153258.000000000000000
564309,134213,8582430,"Corbeyrier, Luan",Bus,1193,5404,Corbeyrier,564309.000000000000000,134213.000000000000000
559472,143225,8593945,"Montreux, Vuarennes",Bus,444,5886,Montreux,559472.000000000000000,143225.000000000000000
562857,132359,8583404,"Corbeyrier, place Champillon",Bus,782,5404,Corbeyrier,562857.000000000000000,132359.000000000000000
565152,129423,8517484,Aigle-Parc Aventure,CheminFer,488,5401,Aigle,565152.000000000000000,129423.000000000000000
539984,152138,8592183,"Pully, Les Liaudes",Bus,501,5590,Pully,539984.000000000000000,152138.000000000000000
538625,154924,8592019,"Lausanne, Clochatte",Bus,660,5586,Lausanne,538625.000000000000000,154924.000000000000000
551020,168574,8592166,"Moudon, Verger",Bus,515,5678,Moudon,551020.000000000000000,168574.000000000000000
553123,157918,8504775,"Oron-la-Ville, centre",Bus,630,5805,Oron,553123.000000000000000,157918.000000000000000
530437,165383,8583402,"Lussery-Villars, rue Villars",Bus,490,5487,Lussery-Villars,530437.000000000000000,165383.000000000000000
504240,132246,8588666,"Founex, est",Bus,396,5717,Founex,504240.000000000000000,132246.000000000000000
504000,132050,8588667,"Founex, village",Bus,398,5717,Founex,504000.000000000000000,132050.000000000000000
545822,193431,8570285,"Provence, La Grangette",Bus,765,5566,Provence,545822.000000000000000,193431.000000000000000
532216,186774,8587261,"Bullet, Grande Salle",Bus,1154,5552,Bullet,532216.000000000000000,186774.000000000000000
539021,178018,8580576,"Gressy, Moulin",Bus,450,5938,Yverdon-les-Bains,539021.000000000000000,178018.000000000000000
534101,164559,8570185,"Bettens, crois?e",Bus,585,5471,Bettens,534101.000000000000000,164559.000000000000000
553808,147490,8504712,Chardonne,Bus,599,5882,Chardonne,553808.000000000000000,147490.000000000000000
531362,186835,8504299,"Les Rasses, village",Bus,1190,5552,Bullet,531362.000000000000000,186835.000000000000000
508225,139325,8588679,"Prangins, La Tuili?re",Bus,420,5725,Prangins,508225.000000000000000,139325.000000000000000
538705,159474,8504178,"Cugy VD, poste",Bus,700,5516,Cugy (VD),538705.000000000000000,159474.000000000000000
530725,175712,8570248,"Orbe, h?pital",Bus,475,5757,Orbe,530725.000000000000000,175712.000000000000000
544505,149540,8582781,"Grandvaux, Le Bougnon",Bus,505,5613,Bourg-en-Lavaux,544505.000000000000000,149540.000000000000000
567662,128696,8570613,"Panex, La Crois?e",Bus,948,5409,Ollon,567662.000000000000000,128696.000000000000000
514389,149746,8579691,"Essertines-sur-Rolle,Le Pontet",Bus,694,5856,Essertines-sur-Rolle,514389.000000000000000,149746.000000000000000
522243,147593,8577604,"Etoy, gare",Bus,405,5636,Etoy,522243.000000000000000,147593.000000000000000
574266,139443,8501702,"Les Mosses, Les Charmilles",Bus,1421,5410,Ormont-Dessous,574266.000000000000000,139443.000000000000000
555508,145066,8501201,La Tour-de-Peilz,Bus_CheminFer,390,5889,La Tour-de-Peilz,555508.000000000000000,145066.000000000000000
553919,154784,8504014,Pal?zieux,CheminFer,669,5805,Oron,553919.000000000000000,154784.000000000000000
530730,174745,8530262,St-Eloi,CheminFer,470,5757,Orbe,530730.000000000000000,174745.000000000000000
562287,142677,8501357,Haut-de-Caux,CheminFerCremaillere,1140,5886,Montreux,562287.000000000000000,142677.000000000000000
545034,149766,8504011,Grandvaux,CheminFer,565,5613,Bourg-en-Lavaux,545034.000000000000000,149766.000000000000000
565670,127366,8501461,Ollon,CheminFer,468,5409,Ollon,565670.000000000000000,127366.000000000000000
532269,155225,8515313,Bussigny-Scheuchzer (bif),CheminFer,406,5624,Bussigny,532269.000000000000000,155225.000000000000000
563422,143047,8501366,Paccot,CheminFerCremaillere,1430,5886,Montreux,563422.000000000000000,143047.000000000000000
566270,122250,8519339,Bex place de la gare,CheminFer,411,5402,Bex,566270.000000000000000,122250.000000000000000
553901,154673,8519342,Pal?zieux [voie 11-12],CheminFer,668,5805,Oron,553901.000000000000000,154673.000000000000000
527479,151556,8519319,Morges [voie 5-6],CheminFer,382,5642,Morges,527479.000000000000000,151556.000000000000000
534051,154333,8501118,Renens VD,CheminFer,416,5591,Renens (VD),534051.000000000000000,154333.000000000000000
532512,154928,8501147,Archy (bif),CheminFer,404,5624,Bussigny,532512.000000000000000,154928.000000000000000
556263,145231,8593954,"La Tour-de-Peilz, Bulesses",Bus,425,5889,La Tour-de-Peilz,556263.000000000000000,145231.000000000000000
508196,138993,8501040,Prangins,CheminFer,417,5725,Prangins,508196.000000000000000,138993.000000000000000
530029,152934,8518429,Lausanne-Triage K,CheminFer,392,5586,Lausanne,530029.000000000000000,152934.000000000000000
556611,144221,8593955,"La Tour-de-Peilz, Burier",Bus,380,5889,La Tour-de-Peilz,556611.000000000000000,144221.000000000000000
506524,161441,8501158,Chez-le-Ma?tre,CheminFer,1017,5872,Le Chenit,506524.000000000000000,161441.000000000000000
539079,181460,8519346,Yverdon-les-Bains [voie B3-B4],CheminFer,435,5938,Yverdon-les-Bains,539079.000000000000000,181460.000000000000000
569689,192666,8570514,"Avenches, gare",Bus,438,5451,Avenches,569689.000000000000000,192666.000000000000000
568153,124483,8580900,"Fenalet-sur-Bex, Grande Salle",Bus,678,5402,Bex,568153.000000000000000,124483.000000000000000
533916,155821,8595148,"Crissier, Chisaz",Bus,450,5583,Crissier,533916.000000000000000,155821.000000000000000
558367,145541,8579209,"Blonay, Planaz",Bus,580,5881,Blonay,558367.000000000000000,145541.000000000000000
539410,152438,8593835,"Lausanne, Jaman",Bus,554,5586,Lausanne,539410.000000000000000,152438.000000000000000
538798,152258,8592074,"Lausanne, Mon Repos",Bus,507,5586,Lausanne,538798.000000000000000,152258.000000000000000
527082,152278,8570070,Marcelin (Morges),Bus,428,5642,Morges,527082.000000000000000,152278.000000000000000
553200,146900,8579158,"Corseaux, coll?ge",Bus,420,5883,Corseaux,553200.000000000000000,146900.000000000000000
557963,144954,8593913,"Chailly-Montreux, bourg",Bus,482,5886,Montreux,557963.000000000000000,144954.000000000000000
531075,161300,8501299,"Penthaz, village",Bus,482,5496,Penthaz,531075.000000000000000,161300.000000000000000
559956,142403,8593936,"Montreux, midi",Bus,427,5886,Montreux,559956.000000000000000,142403.000000000000000
572240,130755,8530050,Lac-Noir TLNC,Telepherique,1719,5409,Ollon,572240.000000000000000,130755.000000000000000
539205,153810,8579238,"Lausanne, Sallaz",Metro,607,5586,Lausanne,539205.000000000000000,153810.000000000000000
549476,166047,8588154,"Syens, Clos du Ch?teau",Bus,591,5688,Syens,549476.000000000000000,166047.000000000000000
504025,138750,8501968,"Grens, village",Bus,499,5722,Grens,504025.000000000000000,138750.000000000000000
536754,180985,8579299,"Treycovagnes, Champ-Muraz",Bus,475,5931,Treycovagnes,536754.000000000000000,180985.000000000000000
515500,154625,8570119,"Bi?re, gare",Bus,692,5425,Bi?re,515500.000000000000000,154625.000000000000000
569533,191812,8583514,"Avenches, Bibracte",Bus,448,5451,Avenches,569533.000000000000000,191812.000000000000000
537416,171661,8570195,"Penth?r?az, Champ-de-Vaud",Bus,604,5531,Penth?r?az,537416.000000000000000,171661.000000000000000
537305,152534,8592122,"Lausanne, Tivoli",Bus,477,5586,Lausanne,537305.000000000000000,152534.000000000000000
561245,137327,8595183,"Villeneuve VD, centre comm.",Bus,376,5414,Villeneuve (VD),561245.000000000000000,137327.000000000000000
543404,165063,8570217,"Villars-Tiercelin, M. Villars",Bus,745,5804,Jorat-Menthue,543404.000000000000000,165063.000000000000000
533042,157804,8588848,"Villars-Ste-Croix, Le Sansy",Bus,506,5651,Villars-Sainte-Croix,533042.000000000000000,157804.000000000000000
537034,152301,8592097,"Lausanne, Pont Marc Dufour",Bus,451,5586,Lausanne,537034.000000000000000,152301.000000000000000
559789,142529,8593930,"Montreux, La Corsaz",Bus,408,5886,Montreux,559789.000000000000000,142529.000000000000000
570701,123688,8570648,"Bex, Les V?neresses",Bus,768,5402,Bex,570701.000000000000000,123688.000000000000000
542340,169510,8501176,Fey,CheminFer,647,5522,Fey,542340.000000000000000,169510.000000000000000
539981,180090,8507659,"Yverdon-les-Bains, Cond?mines",Bus,446,5938,Yverdon-les-Bains,539981.000000000000000,180090.000000000000000
539044,180519,8595070,"Yverdon-les-Bains, Valentin",Bus,435,5938,Yverdon-les-Bains,539044.000000000000000,180519.000000000000000
537759,181708,8594061,"Yverdon-les-Bains, Blancherie",Bus,433,5938,Yverdon-les-Bains,537759.000000000000000,181708.000000000000000
537902,182090,8594047,"Yverdon-les-Bains, St Georges",Bus,434,5938,Yverdon-les-Bains,537902.000000000000000,182090.000000000000000
539379,179769,8594027,"Yverdon, Parc Scientifique",Bus,436,5938,Yverdon-les-Bains,539379.000000000000000,179769.000000000000000
530041,162466,8570130,"Penthalaz, poste",Bus,453,5495,Penthalaz,530041.000000000000000,162466.000000000000000
541782,150897,8593859,"Lutry, F?nix",Bus,427,5606,Lutry,541782.000000000000000,150897.000000000000000
507311,146471,8501850,"Bassins, Tillette",Bus,746,5703,Bassins,507311.000000000000000,146471.000000000000000
570343,132948,8570635,"La Forclaz VD, Le Bouillet",Bus,1158,5410,Ormont-Dessous,570343.000000000000000,132948.000000000000000
541540,187720,8507658,"Bonvillars, village",Bus,467,5551,Bonvillars,541540.000000000000000,187720.000000000000000
535782,172779,8570199,"Corcelles-sur-Chav., route de Chavornay",Bus,557,5751,Corcelles-sur-Chavornay,535782.000000000000000,172779.000000000000000
551212,166853,8504903,"Chavannes-sur-Moudon, La Croix",Bus,616,5665,Chavannes-sur-Moudon,551212.000000000000000,166853.000000000000000
539260,184178,8504557,Grandson LNM,Bateau,430,5561,Grandson,539260.000000000000000,184178.000000000000000
539293,154975,8592018,"Lausanne, Cigale",Bus,676,5586,Lausanne,539293.000000000000000,154975.000000000000000
532647,180013,8570242,"Mathod, Moulin de Mathod",Bus,447,5919,Mathod,532647.000000000000000,180013.000000000000000
554774,145602,8593981,"Vevey, Beau-S?jour",Bus,383,5890,Vevey,554774.000000000000000,145602.000000000000000
570500,127200,8579114,"Villars-sur-Ollon, gare",Bus,1253,5409,Ollon,570500.000000000000000,127200.000000000000000
524380,172725,8570227,"Premier, crois?e de Forel",Bus,807,5759,Premier,524380.000000000000000,172725.000000000000000
533530,154756,8515355,Renens VD Ouest (bif),CheminFer,414,5635,Ecublens (VD),533530.000000000000000,154756.000000000000000
537069,189688,8570269,"Mauborget, village",Bus,1183,5562,Mauborget,537069.000000000000000,189688.000000000000000
535587,154532,8592178,"Prilly, ?glise",Bus,477,5589,Prilly,535587.000000000000000,154532.000000000000000
574261,127130,8530041,Les Chaux TVG,Telepherique,1774,5409,Ollon,574261.000000000000000,127130.000000000000000
576183,131154,8501705,"Les Diablerets, Les Mazots",Bus,1702,5409,Ollon,576183.000000000000000,131154.000000000000000
520556,171830,8570230,"Vaulion, Le Moulin",Bus,917,5765,Vaulion,520556.000000000000000,171830.000000000000000
558749,147025,8530261,Bois-de-Chexbres,CheminFer,800,5881,Blonay,558749.000000000000000,147025.000000000000000
531412,174811,8501194,Les Granges (Orbe),Bus_CheminFer,445,5757,Orbe,531412.000000000000000,174811.000000000000000
541241,155021,8591970,"Epalinges, Pr?-d'Yverdon",Bus,765,5584,Epalinges,541241.000000000000000,155021.000000000000000
540717,181513,8504144,Yverdon-Champ Pittet,CheminFer,435,5938,Yverdon-les-Bains,540717.000000000000000,181513.000000000000000
539634,180795,8570288,"Yverdon, 4 Marronniers",Bus,435,5938,Yverdon-les-Bains,539634.000000000000000,180795.000000000000000
551792,167562,8577650,"Chavannes-sur-Moudon, village",Bus,688,5665,Chavannes-sur-Moudon,551792.000000000000000,167562.000000000000000
539332,151221,8592172,"Pully, C.-F. Ramuz",Bus,418,5590,Pully,539332.000000000000000,151221.000000000000000
570534,127277,8501495,Villars-sur-Ollon,CheminFer,1253,5409,Ollon,570534.000000000000000,127277.000000000000000
519117,149675,8501865,"Aubonne, Bougy-St-Martin",Bus,534,5422,Aubonne,519117.000000000000000,149675.000000000000000
530406,158733,8501116,Vufflens-la-Ville,CheminFer,406,5503,Vufflens-la-Ville,530406.000000000000000,158733.000000000000000
520275,148725,8501868,"Aubonne, La Levette",Bus,450,5422,Aubonne,520275.000000000000000,148725.000000000000000
533366,155843,8593817,"Crissier, Feleire",Bus,434,5583,Crissier,533366.000000000000000,155843.000000000000000
519740,175985,8579909,"Vallorbe, Le Creux",Bus,808,5764,Vallorbe,519740.000000000000000,175985.000000000000000
528725,162750,8570109,"Cossonay-Ville, centre",Bus,568,5477,Cossonay,528725.000000000000000,162750.000000000000000
507916,138418,8588672,"Prangins, Pont de la Redoute",Bus,418,5725,Prangins,507916.000000000000000,138418.000000000000000
553950,146356,8594640,"Vevey, Gutenberg",Bus,385,5890,Vevey,553950.000000000000000,146356.000000000000000
527450,153825,8570098,"Echichens, Haute-Pierre",Bus,483,5634,Echichens,527450.000000000000000,153825.000000000000000
532168,158898,8588852,"Mex VD, poste",Bus,560,5489,Mex (VD),532168.000000000000000,158898.000000000000000
507483,137715,8501030,Nyon,CheminFer,406,5724,Nyon,507483.000000000000000,137715.000000000000000
547800,148387,8570562,"Epesses, Chapotannaz",Bus,501,5607,Puidoux,547800.000000000000000,148387.000000000000000
516600,146417,8570039,"Perroy, Couronnette",Bus,385,5860,Perroy,516600.000000000000000,146417.000000000000000
530547,175202,8501191,Orbe,Bus_CheminFer,473,5757,Orbe,530547.000000000000000,175202.000000000000000
560235,143210,8501384,Sonzier,CheminFer,664,5886,Montreux,560235.000000000000000,143210.000000000000000
540180,180426,8594052,"Yverdon-les-Bains, Mont-Riant",Bus,474,5938,Yverdon-les-Bains,540180.000000000000000,180426.000000000000000
570437,193810,8583520,"Avenches, route du Lac",Bus,436,5451,Avenches,570437.000000000000000,193810.000000000000000
560079,136750,8570584,"Rennaz, motel",Bus,377,5412,Rennaz,560079.000000000000000,136750.000000000000000
568095,192876,8570515,"Avenches, Haras F?d?ral",Bus,435,5451,Avenches,568095.000000000000000,192876.000000000000000
530189,182380,8504295,Baulmes,CheminFer,631,5745,Baulmes,530189.000000000000000,182380.000000000000000
566462,134333,8501486,Berneuse (Leysin),Telepherique,2033,5407,Leysin,566462.000000000000000,134333.000000000000000
538800,154206,8592016,"Lausanne, Chocolati?re",Bus,659,5586,Lausanne,538800.000000000000000,154206.000000000000000
550722,147009,8501127,St-Saphorin,Bus_CheminFer,376,5610,Saint-Saphorin (Lavaux),550722.000000000000000,147009.000000000000000
522809,176318,8579096,"Ballaigues, Jura-Rosaly",Bus,827,5744,Ballaigues,522809.000000000000000,176318.000000000000000
536670,153560,8501161,Mont?tan,CheminFer,502,5586,Lausanne,536670.000000000000000,153560.000000000000000
532004,158875,8588853,"Mex VD, village",Bus,482,5489,Mex (VD),532004.000000000000000,158875.000000000000000
551736,158476,8570437,"Vuibroye, Champacot",Bus,623,5805,Oron,551736.000000000000000,158476.000000000000000
542522,150282,8592160,"Lutry, Rive",Bus,378,5606,Lutry,542522.000000000000000,150282.000000000000000
506069,139349,8501053,La Vuarpilli?re,CheminFer,463,5724,Nyon,506069.000000000000000,139349.000000000000000
535323,152691,8592114,"Lausanne, Sablons",Bus,394,5586,Lausanne,535323.000000000000000,152691.000000000000000
521039,166441,8570155,"Mont-la-Ville, Le Battoir",Bus,832,5491,Mont-la-Ville,521039.000000000000000,166441.000000000000000
528002,186960,8571786,"Ste-Croix, Col-des-Etroits",Bus,1153,5568,Sainte-Croix,528002.000000000000000,186960.000000000000000
529055,168716,8570162,"Pompaples, poste",Bus,490,5497,Pompaples,529055.000000000000000,168716.000000000000000
532949,161452,8570067,"Bournens, Au Mont",Bus,575,5472,Bournens,532949.000000000000000,161452.000000000000000
557793,145392,8593908,"Blonay, Forchex",Bus,498,5881,Blonay,557793.000000000000000,145392.000000000000000
554992,146173,8595120,"Vevey, Palud",Bus,430,5890,Vevey,554992.000000000000000,146173.000000000000000
538494,152481,8592095,"Lausanne, Pont Bessi?res",Bus,509,5586,Lausanne,538494.000000000000000,152481.000000000000000
549259,161891,8504165,"Carrouge VD, centre",Bus,728,5782,Carrouge (VD),549259.000000000000000,161891.000000000000000
533415,155074,8591939,"Crissier, Zinguerie",Bus,415,5583,Crissier,533415.000000000000000,155074.000000000000000
539206,150888,8592170,"Pully, Bourdonni?re",Bus,387,5590,Pully,539206.000000000000000,150888.000000000000000
524136,172952,8570228,"Premier, village",Bus,849,5759,Premier,524136.000000000000000,172952.000000000000000
536673,180655,8507964,"Treycovagnes, village",Bus,451,5931,Treycovagnes,536673.000000000000000,180655.000000000000000
540422,152551,8588434,"Pully, La Rosiaz",Bus,422,5590,Pully,540422.000000000000000,152551.000000000000000
540775,152279,8588450,"Pully, Pr? Pariset",Bus,422,5590,Pully,540775.000000000000000,152279.000000000000000
582742,132086,8530869,Cabane-des-Diabl. (Glacier),Telepherique,2521,5411,Ormont-Dessus,582742.000000000000000,132086.000000000000000
541035,165064,8570208,"Poliez-le-Grand, La Sauveni?re",Bus,695,5540,Montilliez,541035.000000000000000,165064.000000000000000
541006,151079,8592189,"Pully, Moulins",Bus,400,5590,Pully,541006.000000000000000,151079.000000000000000
531390,153666,8515323,Denges B (bif),CheminFer,395,5632,Denges,531390.000000000000000,153666.000000000000000
535064,153838,8592223,"Renens VD, village",Bus,427,5591,Renens (VD),535064.000000000000000,153838.000000000000000
534795,154107,8592221,"Renens VD, Sous l'Eglise",Bus,416,5591,Renens (VD),534795.000000000000000,154107.000000000000000
535737,152885,8592216,"Renens VD, Malley-Ouest",Bus,425,5591,Renens (VD),535737.000000000000000,152885.000000000000000
543348,176263,8579735,"Gossens, La Cernia",Bus,555,5913,Donneloye,543348.000000000000000,176263.000000000000000
564508,143438,8501367,Jaman,CheminFerCremaillere,1742,5886,Montreux,564508.000000000000000,143438.000000000000000
561018,134352,8591821,"Roche VD, mus?e",Bus,389,5413,Roche (VD),561018.000000000000000,134352.000000000000000
514490,146370,8583530,"Rolle, d?chetterie",Bus,425,5861,Rolle,514490.000000000000000,146370.000000000000000
538770,165780,8501174,Sur Roche,CheminFer,625,5518,Echallens,538770.000000000000000,165780.000000000000000
560340,141801,8501301,Territet,Bus_CheminFer,386,5886,Montreux,560340.000000000000000,141801.000000000000000
535810,155570,8501165,Jouxtens-M?zery,CheminFer,555,5585,Jouxtens-M?zery,535810.000000000000000,155570.000000000000000
557525,173150,8570473,"Dompierre VD, village",Bus,713,5671,Dompierre (VD),557525.000000000000000,173150.000000000000000
559650,144340,8501376,Chamby,CheminFer,736,5886,Montreux,559650.000000000000000,144340.000000000000000
535905,152888,8501209,"Lausanne, Malley",Metro,425,5586,Lausanne,535905.000000000000000,152888.000000000000000
558344,147092,8501283,Tusinge,CheminFer,727,5881,Blonay,558344.000000000000000,147092.000000000000000
544121,171489,8580462,"Bercher, village",Bus,638,5512,Bercher,544121.000000000000000,171489.000000000000000
522133,156034,8519322,Apples nord,CheminFer,642,5421,Apples,522133.000000000000000,156034.000000000000000
533594,154023,8591933,"Chavannes-pr?s-Renens, Planta",Bus,410,5627,Chavannes-pr?s-Renens,533594.000000000000000,154023.000000000000000
547178,183534,8504130,Yvonand,CheminFer,434,5939,Yvonand,547178.000000000000000,183534.000000000000000
560849,142039,8501362,Valmont,CheminFerCremaillere,637,5886,Montreux,560849.000000000000000,142039.000000000000000
518333,174023,8501103,Vallorbe,Bus_CheminFer,807,5764,Vallorbe,518333.000000000000000,174023.000000000000000
518333,174023,8501102,Vallorbe-Fronti?re,CheminFer,807,5764,Vallorbe,518333.000000000000000,174023.000000000000000
564950,128632,8501470,Verchiez,CheminFer,565,5409,Ollon,564950.000000000000000,128632.000000000000000
553384,148022,8501255,Mont-P?lerin,Funiculaire,806,5882,Chardonne,553384.000000000000000,148022.000000000000000
553720,146434,8515369,Vevey Ouest (bif),CheminFer,186,5890,Vevey,553720.000000000000000,146434.000000000000000
538900,191920,8507662,La Combaz VD (Romairon),Bus,1223,5571,T?venon,538900.000000000000000,191920.000000000000000
528665,162099,8583378,"Cossonay-Ville, Chien-Boeuf",Bus,568,5477,Cossonay,528665.000000000000000,162099.000000000000000
532443,184012,8504294,Vuiteboeuf,CheminFer,589,5766,Vuiteboeuf,532443.000000000000000,184012.000000000000000
568663,133313,8570628,"Cergnat, Pied de Crettaz",Bus,1183,5410,Ormont-Dessous,568663.000000000000000,133313.000000000000000
532296,154574,8501142,Lausanne-Triage Nord,CheminFer,400,5635,Ecublens (VD),532296.000000000000000,154574.000000000000000
537925,153626,8592085,"Lausanne, Oiseaux",Bus,560,5586,Lausanne,537925.000000000000000,153626.000000000000000
568559,123144,8501488,B?vieux,CheminFer,483,5402,Bex,568559.000000000000000,123144.000000000000000
537504,182918,8504291,La Brinaz,CheminFer,441,5922,Montagny-pr?s-Yverdon,537504.000000000000000,182918.000000000000000
560310,141726,8501313,Territet CGN,Bateau,373,5886,Montreux,560310.000000000000000,141726.000000000000000
520630,174535,8501104,Le Day,Bus_CheminFer,787,5764,Vallorbe,520630.000000000000000,174535.000000000000000
566478,123573,8570640,Le Chavalet,Bus,438,5402,Bex,566478.000000000000000,123573.000000000000000
542582,150549,8501122,Lutry,Bus_CheminFer,402,5606,Lutry,542582.000000000000000,150549.000000000000000
544347,175203,8507654,"Bioley-Magnoux, coll?ge",Bus,573,5903,Bioley-Magnoux,544347.000000000000000,175203.000000000000000
563448,129549,8519338,Aigle [voie 11-16],CheminFer,404,5401,Aigle,563448.000000000000000,129549.000000000000000
516635,155082,8519320,Bi?re-Jonction,CheminFer,697,5425,Bi?re,516635.000000000000000,155082.000000000000000
517250,158475,8570115,"Mollens VD, Forchy",Bus,728,5431,Mollens (VD),517250.000000000000000,158475.000000000000000
535560,163717,8507655,"Bioley-Orjulaz, chapelle",Bus,608,5513,Bioley-Orjulaz,535560.000000000000000,163717.000000000000000
516256,146392,8582676,"Mont-sur-Rolle, Bellefontaine",Bus,384,5859,Mont-sur-Rolle,516256.000000000000000,146392.000000000000000
556970,150156,8579184,"Mts-de-Corsier, Petit Hautigny",Bus,763,5884,Corsier-sur-Vevey,556970.000000000000000,150156.000000000000000
528478,186120,8571787,"Ste-Croix, poste",Bus,1080,5568,Sainte-Croix,528478.000000000000000,186120.000000000000000
554343,145905,8519324,Vevey [voie 6-7],CheminFer,386,5890,Vevey,554343.000000000000000,145905.000000000000000
538837,153101,8592017,"Lausanne, CHUV",Metro,581,5586,Lausanne,538837.000000000000000,153101.000000000000000
552226,157885,8504017,Ch?tillens,CheminFer,602,5805,Oron,552226.000000000000000,157885.000000000000000
560615,142630,8501308,Glion-Coll?ge,CheminFerCremaillere,747,5886,Montreux,560615.000000000000000,142630.000000000000000
543257,151205,8504003,Bossi?re,CheminFer,524,5606,Lutry,543257.000000000000000,151205.000000000000000
562567,186323,8515351,Payerne Est (bif),CheminFer,448,5816,Corcelles-pr?s-Payerne,562567.000000000000000,186323.000000000000000
517386,147223,8501034,Perroy,CheminFer,418,5860,Perroy,517386.000000000000000,147223.000000000000000
537954,152410,8519588,Lausanne-Flon (m1),Metro,486,5586,Lausanne,537954.000000000000000,152410.000000000000000
563620,144925,8501386,Jor,CheminFer,1080,5886,Montreux,563620.000000000000000,144925.000000000000000
525839,152092,8501081,Chigny,Bus_CheminFer,431,5628,Chigny,525839.000000000000000,152092.000000000000000
539020,166080,8501178,Gr?saley,CheminFer,620,5518,Echallens,539020.000000000000000,166080.000000000000000
526301,174214,8501105,Bretonni?res,Bus_CheminFer,673,5748,Bretonni?res,526301.000000000000000,174214.000000000000000
549854,166037,8504162,"Syens, Champ-du-Ch?ne",Bus,579,5688,Syens,549854.000000000000000,166037.000000000000000
560625,134274,8501304,Roche VD,CheminFer,380,5413,Roche (VD),560625.000000000000000,134274.000000000000000
537737,151291,8501183,Jordils,Metro,396,5586,Lausanne,537737.000000000000000,151291.000000000000000
515331,146308,8501033,Rolle,CheminFer,402,5861,Rolle,515331.000000000000000,146308.000000000000000
559912,190678,8577639,"Rueyres-les-Pr?s, bif.",Bus,496,2039,Rueyres-les-Pr?s,559912.000000000000000,190678.000000000000000
563266,186524,8504135,Corcelles-Sud,CheminFer,451,5816,Corcelles-pr?s-Payerne,563266.000000000000000,186524.000000000000000
537875,152041,8501120,Lausanne,Bus_CheminFer,447,5586,Lausanne,537875.000000000000000,152041.000000000000000
541538,152060,8593799,"Belmont-sur-Lausanne, Chapons",Bus,585,5581,Belmont-sur-Lausanne,541538.000000000000000,152060.000000000000000
547654,172711,8507963,"Thierrens, poste",Bus,773,5693,Montanaire,547654.000000000000000,172711.000000000000000
561560,142322,8501371,Caux,CheminFerCremaillere,1054,5886,Montreux,561560.000000000000000,142322.000000000000000
531376,164952,8501146,Daillens,CheminFer,444,5480,Daillens,531376.000000000000000,164952.000000000000000
513311,168096,8501152,Le S?chey,CheminFer,1045,5873,Le Lieu,513311.000000000000000,168096.000000000000000
538156,152715,8590442,"Lausanne, Riponne-M. B?jart",Metro,501,5586,Lausanne,538156.000000000000000,152715.000000000000000
521167,175799,8579094,"Ballaigues, Vers-chez-Barrat",Bus,869,5744,Ballaigues,521167.000000000000000,175799.000000000000000
548382,173469,8570371,"Thierrens, Carron",Bus,769,5693,Montanaire,548382.000000000000000,173469.000000000000000
569190,131825,8501472,Exergillod,CheminFer,863,5409,Ollon,569190.000000000000000,131825.000000000000000
546755,148903,8501125,Epesses,Bus_CheminFer,383,5613,Bourg-en-Lavaux,546755.000000000000000,148903.000000000000000
570305,134502,8501474,Le S?pey,CheminFer,978,5410,Ormont-Dessous,570305.000000000000000,134502.000000000000000
514754,169212,8501100,Le Pont,CheminFer,1008,5871,L'Abbaye,514754.000000000000000,169212.000000000000000
535760,156520,8501167,Le Lussex,CheminFer,592,5585,Jouxtens-M?zery,535760.000000000000000,156520.000000000000000
